	cluster	cluster_color	dataset	dataset_color	type	type_color
COAD_GSE146771_10X.78	67	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	COAD_GSE146771_10X	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	COAD	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)
COAD_GSE108989.61	68	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	COAD_GSE108989	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	COAD	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)
BRCA_GSE110686.82	68	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	BRCA_GSE110686	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	BRCA	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)
NSCLC_GSE99254.19	68	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	NSCLC_GSE99254	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	NSCLC	(1.0, 0.4980392156862745, 0.054901960784313725)
NPC_GSE150430.98	68	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	NPC_GSE150430	(1.0, 0.4980392156862745, 0.054901960784313725)	NPC	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)
SCC_GSE145328.69	68	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	SCC_GSE145328	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	SCC	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)
HNSC_GSE103322.25	69	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	HNSC_GSE103322	(1.0, 0.4980392156862745, 0.054901960784313725)	HNSC	(1.0, 0.4980392156862745, 0.054901960784313725)
SKCM_GSE120575_aPD1aCTLA4.27	69	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	SKCM_GSE120575_aPD1aCTLA4	(1.0, 0.4980392156862745, 0.054901960784313725)	SKCM	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)
NSCLC_EMTAB6149.57	69	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	NSCLC_EMTAB6149	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	NSCLC	(1.0, 0.4980392156862745, 0.054901960784313725)
GBM_GSE131928_10X.83	69	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	GBM_GSE131928_10X	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	GBM	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)
SKCM_GSE72056.75	69	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	SKCM_GSE72056	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	SKCM	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)
COAD_GSE146771_10X.55	70	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	COAD_GSE146771_10X	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	COAD	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)
NPC_GSE150430.27	70	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	NPC_GSE150430	(1.0, 0.4980392156862745, 0.054901960784313725)	NPC	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)
BRCA_GSE114727_10X.1	70	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	BRCA_GSE114727_10X	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	BRCA	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)
COAD_GSE108989.1	70	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	COAD_GSE108989	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	COAD	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)
NSCLC_GSE99254.34	70	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	NSCLC_GSE99254	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	NSCLC	(1.0, 0.4980392156862745, 0.054901960784313725)
SKCM_GSE120575_aPD1aCTLA4.37	71	(1.0, 0.4980392156862745, 0.054901960784313725)	SKCM_GSE120575_aPD1aCTLA4	(1.0, 0.4980392156862745, 0.054901960784313725)	SKCM	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)
SKCM_GSE120575_aPD1aCTLA4.74	71	(1.0, 0.4980392156862745, 0.054901960784313725)	SKCM_GSE120575_aPD1aCTLA4	(1.0, 0.4980392156862745, 0.054901960784313725)	SKCM	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)
GBM_GSE131928_10X.50	71	(1.0, 0.4980392156862745, 0.054901960784313725)	GBM_GSE131928_10X	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	GBM	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)
NSCLC_EMTAB6149.69	71	(1.0, 0.4980392156862745, 0.054901960784313725)	NSCLC_EMTAB6149	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	NSCLC	(1.0, 0.4980392156862745, 0.054901960784313725)
SKCM_GSE120575_aPD1aCTLA4.7	71	(1.0, 0.4980392156862745, 0.054901960784313725)	SKCM_GSE120575_aPD1aCTLA4	(1.0, 0.4980392156862745, 0.054901960784313725)	SKCM	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)
GBM_GSE131928_10X.71	72	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	GBM_GSE131928_10X	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	GBM	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)
NSCLC_EMTAB6149.81	72	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	NSCLC_EMTAB6149	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	NSCLC	(1.0, 0.4980392156862745, 0.054901960784313725)
HNSC_GSE103322.17	72	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	HNSC_GSE103322	(1.0, 0.4980392156862745, 0.054901960784313725)	HNSC	(1.0, 0.4980392156862745, 0.054901960784313725)
NHL_GSE128531.92	72	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	NHL_GSE128531	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	NHL	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)
SKCM_GSE120575_aPD1aCTLA4.30	72	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	SKCM_GSE120575_aPD1aCTLA4	(1.0, 0.4980392156862745, 0.054901960784313725)	SKCM	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)
SCC_GSE123813_aPD1.17	73	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	SCC_GSE123813_aPD1	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	SCC	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)
SKCM_GSE148190.45	73	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	SKCM_GSE148190	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	SKCM	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)
KIRC_GSE111360.52	73	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	KIRC_GSE111360	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	KIRC	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)
BRCA_GSE114727_10X.41	73	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	BRCA_GSE114727_10X	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	BRCA	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)
SCC_GSE145328.23	73	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	SCC_GSE145328	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	SCC	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)
PBMC_8K.42	74	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	PBMC_8K	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	PBMC	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)
COAD_GSE146771_10X.29	74	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	COAD_GSE146771_10X	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	COAD	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)
ALL_GSE132509.2	74	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	ALL_GSE132509	(1.0, 0.4980392156862745, 0.054901960784313725)	ALL	(1.0, 0.4980392156862745, 0.054901960784313725)
CLL_GSE142744.33	74	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	CLL_GSE142744	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	CLL	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)
PBMC_60K.60	74	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	PBMC_60K	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	PBMC	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)
PBMC_8K.26	75	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	PBMC_8K	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	PBMC	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)
PBMC_30K.30	75	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	PBMC_30K	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	PBMC	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)
BLCA_GSE145281_aPD1.74	75	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	BLCA_GSE145281_aPD1	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	BLCA	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)
BRCA_GSE139495.64	75	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	BRCA_GSE139495	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	BRCA	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)
ALL_GSE154109.42	75	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	ALL_GSE154109	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	ALL	(1.0, 0.4980392156862745, 0.054901960784313725)
SKCM_GSE72056.71	76	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	SKCM_GSE72056	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	SKCM	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)
Glioma_GSE141460.94	76	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	Glioma_GSE141460	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	Glioma	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)
HNSC_GSE103322.69	76	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	HNSC_GSE103322	(1.0, 0.4980392156862745, 0.054901960784313725)	HNSC	(1.0, 0.4980392156862745, 0.054901960784313725)
GBM_GSE89567.96	76	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	GBM_GSE89567	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	GBM	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)
SCC_GSE144236.68	76	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	SCC_GSE144236	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	SCC	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)
SKCM_GSE72056.34	77	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	SKCM_GSE72056	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	SKCM	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)
COAD_GSE146771_10X.88	77	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	COAD_GSE146771_10X	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	COAD	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)
NSCLC_GSE153935.11	77	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	NSCLC_GSE153935	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	NSCLC	(1.0, 0.4980392156862745, 0.054901960784313725)
HNSC_GSE103322.74	77	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	HNSC_GSE103322	(1.0, 0.4980392156862745, 0.054901960784313725)	HNSC	(1.0, 0.4980392156862745, 0.054901960784313725)
COAD_GSE146771_10X.96	77	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	COAD_GSE146771_10X	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	COAD	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)
CLL_GSE142744.78	78	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	CLL_GSE142744	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	CLL	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)
ALL_GSE132509.76	78	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	ALL_GSE132509	(1.0, 0.4980392156862745, 0.054901960784313725)	ALL	(1.0, 0.4980392156862745, 0.054901960784313725)
ALL_GSE154109.98	78	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	ALL_GSE154109	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	ALL	(1.0, 0.4980392156862745, 0.054901960784313725)
BRCA_GSE139495.89	78	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	BRCA_GSE139495	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	BRCA	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)
NPC_GSE150430.81	78	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	NPC_GSE150430	(1.0, 0.4980392156862745, 0.054901960784313725)	NPC	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)
SKCM_GSE120575_aPD1aCTLA4.53	79	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	SKCM_GSE120575_aPD1aCTLA4	(1.0, 0.4980392156862745, 0.054901960784313725)	SKCM	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)
NSCLC_EMTAB6149.20	79	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	NSCLC_EMTAB6149	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	NSCLC	(1.0, 0.4980392156862745, 0.054901960784313725)
SKCM_GSE72056.83	79	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	SKCM_GSE72056	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	SKCM	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)
HNSC_GSE103322.82	79	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	HNSC_GSE103322	(1.0, 0.4980392156862745, 0.054901960784313725)	HNSC	(1.0, 0.4980392156862745, 0.054901960784313725)
GBM_GSE89567.36	79	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	GBM_GSE89567	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	GBM	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)
HNSC_GSE103322.4	80	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	HNSC_GSE103322	(1.0, 0.4980392156862745, 0.054901960784313725)	HNSC	(1.0, 0.4980392156862745, 0.054901960784313725)
NSCLC_EMTAB6149.62	80	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	NSCLC_EMTAB6149	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	NSCLC	(1.0, 0.4980392156862745, 0.054901960784313725)
SKCM_GSE120575_aPD1aCTLA4.25	80	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	SKCM_GSE120575_aPD1aCTLA4	(1.0, 0.4980392156862745, 0.054901960784313725)	SKCM	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)
Glioma_GSE141460.40	80	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	Glioma_GSE141460	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	Glioma	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)
SKCM_GSE72056.26	80	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	SKCM_GSE72056	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	SKCM	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)
NSCLC_GSE153935.61	81	(1.0, 0.4980392156862745, 0.054901960784313725)	NSCLC_GSE153935	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	NSCLC	(1.0, 0.4980392156862745, 0.054901960784313725)
OV_GSE154600.36	81	(1.0, 0.4980392156862745, 0.054901960784313725)	OV_GSE154600	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	OV	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)
OV_GSE130000.26	81	(1.0, 0.4980392156862745, 0.054901960784313725)	OV_GSE130000	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	OV	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)
BLCA_GSE130001.19	81	(1.0, 0.4980392156862745, 0.054901960784313725)	BLCA_GSE130001	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	BLCA	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)
PAAD_CRA001160.58	81	(1.0, 0.4980392156862745, 0.054901960784313725)	PAAD_CRA001160	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	PAAD	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)
HNSC_GSE103322.2	82	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	HNSC_GSE103322	(1.0, 0.4980392156862745, 0.054901960784313725)	HNSC	(1.0, 0.4980392156862745, 0.054901960784313725)
Glioma_GSE141460.96	82	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	Glioma_GSE141460	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	Glioma	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)
SKCM_GSE72056.16	82	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	SKCM_GSE72056	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	SKCM	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)
GBM_GSE131928_10X.90	82	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	GBM_GSE131928_10X	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	GBM	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)
COAD_GSE146771_10X.76	82	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	COAD_GSE146771_10X	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	COAD	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)
HNSC_GSE103322.30	83	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	HNSC_GSE103322	(1.0, 0.4980392156862745, 0.054901960784313725)	HNSC	(1.0, 0.4980392156862745, 0.054901960784313725)
GBM_GSE131928_10X.52	83	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	GBM_GSE131928_10X	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	GBM	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)
NSCLC_EMTAB6149.60	83	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	NSCLC_EMTAB6149	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	NSCLC	(1.0, 0.4980392156862745, 0.054901960784313725)
Glioma_GSE141460.55	83	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	Glioma_GSE141460	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	Glioma	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)
SKCM_GSE72056.9	83	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	SKCM_GSE72056	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	SKCM	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)
NSCLC_EMTAB6149.35	84	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	NSCLC_EMTAB6149	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	NSCLC	(1.0, 0.4980392156862745, 0.054901960784313725)
SKCM_GSE120575_aPD1aCTLA4.66	84	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	SKCM_GSE120575_aPD1aCTLA4	(1.0, 0.4980392156862745, 0.054901960784313725)	SKCM	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)
HNSC_GSE103322.76	84	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	HNSC_GSE103322	(1.0, 0.4980392156862745, 0.054901960784313725)	HNSC	(1.0, 0.4980392156862745, 0.054901960784313725)
SKCM_GSE72056.52	84	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	SKCM_GSE72056	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	SKCM	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)
Glioma_GSE141460.88	84	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	Glioma_GSE141460	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	Glioma	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)
NSCLC_EMTAB6149.96	85	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	NSCLC_EMTAB6149	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	NSCLC	(1.0, 0.4980392156862745, 0.054901960784313725)
SKCM_GSE72056.63	85	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	SKCM_GSE72056	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	SKCM	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)
HNSC_GSE103322.79	85	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	HNSC_GSE103322	(1.0, 0.4980392156862745, 0.054901960784313725)	HNSC	(1.0, 0.4980392156862745, 0.054901960784313725)
SKCM_GSE120575_aPD1aCTLA4.70	85	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	SKCM_GSE120575_aPD1aCTLA4	(1.0, 0.4980392156862745, 0.054901960784313725)	SKCM	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)
GBM_GSE131928_10X.70	85	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	GBM_GSE131928_10X	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	GBM	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)
